name,alternative_name,classification_id,category,variant_label,variant_names,alternative_variant_name,collections,brand,condition_id,sku,barcode,buy_price,market_price,sell_price,pos_sell_price,pos_sell_price_dynamic,comission,customer_comission,is_customer_comission_percentage,track_inventory,stock_qty,hold_qty,low_stock_alert,uom,uom_name,uom_converter,uom_buy_price,uom_sell_price,uom_sell_price_pos,qty_fast_moving,weight_kg,loyalty_points,published,pos_hidden,description,photo_1,photo_2,photo_3,photo_4,photo_5,photo_6,photo_7,photo_8,photo_9,photo_10,notes,tax_free_item,non_service_charge
Paket Bundling Hot Sanger Presso,,9901,paket,Dessert,Tempe Krispy,,,,N,,,0,0,34000,34000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,No,No
Paket Minuman,,9901,paket,Variasi,2 Sundali Country,,,,N,,,0,0,43000,43000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,https://d1d8o7q9jg8pjk.cloudfront.net/p/lg_6a042d5a630c3.jpeg,,,,,,,,,,,No,No
Paket Minuman,,9901,paket,Variasi,2 Caramel Macchiato,,,,N,,,0,0,52000,52000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,https://d1d8o7q9jg8pjk.cloudfront.net/p/lg_6a042d5a630c3.jpeg,,,,,,,,,,,No,No
Paket Minuman,,9901,paket,Variasi,1 Sundali Country dan 1 Caramel Macchiato,,,,N,,,0,0,47500,47500,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,https://d1d8o7q9jg8pjk.cloudfront.net/p/lg_6a042d5a630c3.jpeg,,,,,,,,,,,No,No
Paket Minuman,,9901,paket,Variasi,Paket 3 Minuman (Antara Sundali Country dan Caramel Macchiato),,,,N,,,0,0,71000,71000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,https://d1d8o7q9jg8pjk.cloudfront.net/p/lg_6a042d5a630c3.jpeg,,,,,,,,,,,No,No
Paket Minuman,,9901,paket,Variasi,1 Americano dan 1 Sanger Presso,,,,N,,,0,0,28000,28000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,https://d1d8o7q9jg8pjk.cloudfront.net/p/lg_6a042d5a630c3.jpeg,,,,,,,,,,,No,No
Peach Tea,,2902,Tea & Juices,,,,,,N,,,0,0,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,,,,,,,,,,,,No,No
peanut butter toast 2,,2901,Snacks,,,,,,,,,9746.14,22000,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Piccante Padang Spaghetti,,2901,Western,,,,,,,,,0,49000,50000,50000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,No,No
Piccolo,,2902,Coffee,,,,,,,,,0,22000,23000,23000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Pineapple Emerald,,2902,Non coffee,,,,,,,,,0,26000,27000,27000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
pisang bakar coklat keju,,2901,Snacks,,,,,,,,,0,23000,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Pisang goreng coklat keju,,2901,Snacks,,,,,,,,,0,23000,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
pisang goreng srikaya,,2901,Snacks,,,,,,,,,0,23000,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Potato wedges,,2901,Snacks,,,,,,,,,0,22000,23000,23000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Queen Paradise,,2902,Non coffee,,,,,,,,,0,31000,32000,32000,0,0,0,0,0,0,0,0,Pcs,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Regale Royale,,2902,Coffee,,,,,,N,,,0,0,30000,30000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,,,,,,,,,,,,No,No
Rempah Tradisional,,2902,Non coffee,,,,,,N,,,0,0,21000,21000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,,,,,,,,,,,,No,No
Rica-Rica Ricebowl,,2901,Ricebowl,,,,,,,,,0,44000,39000,39000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Ricebowl Sambal Andaliman,,2901,Ricebowl,,,,,,N,,,0,0,39000,39000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,,,,,,,,,,,,No,No
Ricebowl Sambal Geprek,,2901,Ricebowl,,,,,,N,,,0,0,35000,35000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,,,,,,,,,,,,No,No
Ricebowl Sambal Hijau,,2901,Ricebowl,,,,,,N,,,0,0,35000,35000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,,,,,,,,,,,,No,No
Risol Goreng,,2901,Snacks,,,,,,N,,,0,0,15000,15000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,,,,,,,,,,,,No,No
Salmon Grill,,2901,Western,,,,,,,,,0,98000,98000,98000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,No,No
Salted Egg Ricebowl,,2901,Ricebowl,,,,,,N,,,0,0,44000,44000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,,,,,,,,,,,,No,No
Sanger presso,,2902,Coffee,Es,Ice,,,,,,,0,18000,19000,19000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Sanger presso,,2902,Coffee,Es,Hot,,,,,,,0,18000,19000,19000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Sate Origin,,2901,Snacks,,,,,,0,,,0,0,30000,30000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,No,No
Sayur Pecal,,2901,Snacks,,,,,,,,,0,24000,25000,25000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Signature Milo,,2902,Non coffee,Es,Ice,,,,,,,0,29000,30000,30000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Signature Milo,,2902,Non coffee,Es,Hot,,,,,,,0,29000,30000,30000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Hot,Natural",,,,,,,0,25000,26000,26000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Ice,Ethiopia",,,,,,,0,45000,46000,46000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Hot,Ethiopia",,,,,,,0,45000,46000,46000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Ice,Honduras",,,,,,,0,45000,46000,46000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Hot,Honduras",,,,,,,0,45000,46000,46000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Ice,Colombia",,,,,,,0,45000,46000,46000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Hot,Colombia",,,,,,,0,45000,46000,46000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Ice,Banana Bright",,,,,,,0,25000,26000,26000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Hot,Banana Bright",,,,,,,0,25000,26000,26000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Ice,Orange Berry",,,,,,,0,35000,36000,36000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Hot,Orange Berry",,,,,,,0,35000,36000,36000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single Origin,,2902,Coffee,"Es,Beans","Ice,Natural",,,,,,,0,25000,26000,26000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Single presso,,2902,Coffee,,,,,,,,,0,12000,13000,13000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Snack Platter,,2901,Snacks,,,,,,,,,0,55000,56000,56000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Snow White,,2902,Coffee,,,,,,0,,,0,0,0,34000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,No,No
Snowy Lagoon,,2902,Non coffee,,,,,,,,,0,28000,29000,29000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Specialty 13E,,2901,Western,Pasta,Fettuccine,,,,,,,0,45000,46000,46000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Specialty 13E,,2901,Western,Pasta,Spaghetti,,,,,,,0,45000,46000,46000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Specialty Andaliman,,2901,Western,Pasta,Fettuccine,,,,,,,0,43000,44000,44000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Specialty Andaliman,,2901,Western,Pasta,Spaghetti,,,,,,,0,43000,44000,44000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Spinale Juice,,2902,Tea & Juices,,,,,,,,,0,23000,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Strawberry mocktail,,2902,Non coffee,,,,,,0,,,0,23000,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Strawberry yakult,,2902,Non coffee,,,,,,,,,0,23000,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Sweet n Sour Chicken,,2901,Ricebowl,,,,,,0,,,0,44000,37000,37000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Tahu cabe garam,,2901,Snacks,,,,,,,,,0,22000,23000,23000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Telur 5 Butir (1 normal 4 putih),,2901,Snacks,,,,,,,,,0,21000,21000,21000,0,0,0,0,0,0,0,0,,Satuan,1,0,21000,21000,0,0,0,0,0,,,,,,,,,,,,,No,No
Tempe crispy,,2901,Snacks,,,,,,,,,0,22000,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Thai Milk Tea,,2902,Tea & Juices,Es,Ice,,,,,,,0,23000,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Thai Milk Tea,,2902,Tea & Juices,Es,Hot,,,,,,,0,23000,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Triple Peach Americano,,2902,Coffee,,,,,,0,,,0,0,0,34000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,No,No
Twilight Mountain,,2902,Coffee,,,,,,N,,,0,0,28000,28000,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,,,,,,,,,,,,No,No
Ubi goreng ketumbar,,2901,Snacks,,,,,,,,,0,22000,23000,23000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
Voucher 13e Coffee/Jasmine Tea,,2902,minuman,,,,,,N,,,0,0,13636,13636,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,,,,,,,,,,,,,No,No
Yuzu Cha,,2902,Tea & Juices,,,,,,,,,0,23000,24000,24000,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,,,,,,,,,,,,,No,No
